project,name,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantFieldsDeprecated_last,perc_quantFieldsDeprecated_last,quantFieldsDeprecatedAnnotation_last,quantFieldsDeprecatedJavaDoc_last,quantFieldsDeprecatedWithRelMessage_last,perc_quantFieldsDeprecatedWithRelMessage_last,quantUserFields_last,quantReplaceFields_last,quantReferFields_last,quantEquivalentFields_last,quantLinkFields_last,quantSeeFields_last,quantTypes_last,quantTypesDeprecated_last,perc_quantTypesDeprecated_last ,quantTypesDeprecatedAnnotation_last,quantTypesDeprecatedJavaDoc_last,quantTypesDeprecatedWithRelMessage_last,perc_quantTypesDeprecatedWithRelMessage_last,quantUserTypes_last,quantReplaceTypes_last,quantReferTypes_last,quantEquivalentTypes_last,quantLinkTypes_last,quantSeeTypes_last,quantMethods_last,quantMethodsDeprecated_last,perc_quantMethodsDeprecated_last,quantMethodsDeprecatedAnnotation_last,quantMethodsDeprecatedJavaDoc_last,quantMethodsDeprecatedWithRelMessage_last,perc_quantMethodsDeprecatedWithRelMessage_last,quantUserMethods_last,quantReplaceMethods_last,quantReferMethods_last,quantEquivalentMethods_last,quantLinkMethods_last,quantSeeMethods_last,quantElements_last,quantElementsDeprecated_last,perc_quantElementsDeprecated_last,quantElementsDeprecatedAnnotation_last,quantElementsDeprecatedJavaDoc_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,quantUserElements_last,quantReplaceElements_last,quantReferElements_last,quantEquivalenElements_last,quantLinkElements_last,quantSeeElements_last,curve,category,category2
UltimateAndroid,UltimateAndroid,git://github.com/cymcsg/UltimateAndroid.git,1262,169,3,521,117352,3,5502,4,407,135.6666666667,826,1834,11385,3795,0,0,0,0,0,0,0,0,0,0,0,0,3898,5,0.1282709082,4,1,0,0,0,0,0,0,0,0,26462,81,0.3060993122,65,28,20,24.6913580247,18,0,0,0,18,0,34155,86,0.2517932953,69,29,20,23.2558139535,18,0,0,0,18,0,increase,Non-web libraries and frameworks,Library
ReactFX,ReactFX,git://github.com/TomasMikula/ReactFX.git,124,17,3,15,1718,19,243,2,613,32.2631578947,354,81,830.6666666667,78,0,0,0,0,0,0,0,0,0,0,0,0,352,47,13.3522727273,47,5,5,10.6382978723,2,0,0,0,5,0,2062,9,0.4364694471,9,8,8,88.8888888889,8,0,0,0,8,0,2492,56,2.2471910112,56,13,13,23.2142857143,10,0,0,0,13,0,oscillatory,Non-web libraries and frameworks,Library
caelum-stella,caelum-stella,git://github.com/caelum/caelum-stella.git,256,71,35,173,18720,10,1086,4,2678,267.8,1361,31.0285714286,154.5428571429,766,0,0,0,0,0,0,0,0,0,0,0,0,557,9,1.6157989228,9,9,1,11.1111111111,1,0,0,0,1,0,4086,13,0.3181595693,4,13,4,30.7692307692,4,0,0,0,0,0,5409,22,0.4067295249,13,22,5,22.7272727273,5,0,0,0,1,0,increase,Web libraries and frameworks,Library
Bukkit,Bukkit,git://github.com/Bukkit/Bukkit.git,1603,196,200,1119,19858,67,740,2,1335,19.9253731343,1509,3.7,29.67,253,18,7.1146245059,18,18,0,0,0,0,0,0,0,0,665,15,2.2556390977,14,15,15,100,11,0,1,0,12,3,5016,421,8.3931419458,421,375,86,20.4275534442,42,2,1,0,59,21,5934,454,7.6508257499,453,408,101,22.2466960352,53,2,2,0,71,24,oscillatory,Non-web libraries and frameworks,Library
h-store,h-store,git://github.com/apavlo/h-store.git,184,52,17,88,157963,11,9211,34,1738,158,4809,541.8235294118,2395,10445,10,0.0957395883,10,0,0,0,0,0,0,0,0,0,2752,6,0.2180232558,6,0,0,0,0,0,0,0,0,0,27518,38,0.1380914311,38,13,12,31.5789473684,6,0,1,1,7,2,40715,54,0.1326292521,54,13,12,22.2222222222,6,0,1,1,7,2,oscillatory,System Software,Non-library
MinecraftForge,MinecraftForge,git://github.com/MinecraftForge/MinecraftForge.git,1034,313,200,621,149252,43,914,14,1501,34.9069767442,4478,4.57,31075,1031,8,0.7759456838,8,1,1,12.5,1,0,0,0,0,0,799,12,1.5018773467,12,3,3,25,3,0,0,0,0,0,4385,53,1.2086659065,53,12,12,22.641509434,12,0,0,0,3,0,6215,73,1.1745776348,73,16,16,21.9178082192,16,0,0,0,3,0,increase,Software tools,Non-library
RustDT,RustDT,git://github.com/RustDT/RustDT.git,175,26,3,14,3187,5,849,3,413,82.6,867,283,2351,1245,0,0,0,0,0,0,0,0,0,0,0,0,837,4,0.4778972521,4,2,2,50,2,0,0,0,0,0,4971,10,0.2011667673,9,1,1,10,0,1,0,0,1,1,7053,14,0.1984970934,13,3,3,21.4285714286,2,1,0,0,1,1,increase,Software tools,Non-library
immutables,immutables,git://github.com/immutables/immutables.git,455,25,9,20,6728,39,352,11,773,19.8205128205,687,39.1111111111,397.8888888889,305,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,2643,14,0.5297010972,14,10,3,21.4285714286,2,0,0,0,2,0,3581,14,0.390952248,14,10,3,21.4285714286,2,0,0,0,2,0,increase,Non-web libraries and frameworks,Library
gatk,gatk,git://github.com/broadgsa/gatk.git,165,56,50,144,249683,21,1200,2,2324,110.6666666667,13961,24,334.62,5921,1,0.016889039,1,1,1,100,1,0,0,0,1,0,1861,0,0,0,0,0,0,0,0,0,0,0,0,8949,23,0.2570119566,23,5,4,17.3913043478,2,2,0,0,1,0,16731,24,0.1434462973,24,6,5,20.8333333333,3,2,0,0,2,0,oscillatory,Non-web libraries and frameworks,Library
BungeeCord,BungeeCord,git://github.com/SpigotMC/BungeeCord.git,318,86,58,480,10352,5,278,15,1043,208.6,1284,4.7931034483,23.6379310345,71,0,0,0,0,0,0,0,0,0,0,0,0,237,3,1.2658227848,3,2,1,33.3333333333,1,0,0,0,0,0,1063,22,2.0696142992,22,4,4,18.1818181818,2,0,0,0,2,0,1371,25,1.8234865062,25,6,5,20,3,0,0,0,2,0,decrease,System Software,Non-library
core,core,git://github.com/dotCMS/core.git,222,74,30,223,2674468,9,4839,13,2663,295.8888888889,6890,161.3,672.9,1306,0,0,0,0,0,0,0,0,0,0,0,0,4332,5,0.1154201293,5,3,2,40,0,0,0,0,2,0,14549,15,0.1030998694,15,4,2,13.3333333333,2,0,1,0,2,0,20187,20,0.0990736613,20,7,4,20,2,0,1,0,4,0,increase,Web libraries and frameworks,Library
goclipse,goclipse,git://github.com/GoClipse/goclipse.git,379,75,5,98,145078,11,942,4,2105,191.3636363636,1764,188.4,1520,1365,0,0,0,0,0,0,0,0,0,0,0,0,893,4,0.4479283315,4,2,2,50,2,0,0,0,0,0,5342,11,0.2059153875,10,1,1,9.0909090909,0,1,0,0,1,1,7600,15,0.1973684211,14,3,3,20,2,1,0,0,1,1,oscillatory,Application,Non-library
hibernate-ogm,hibernate-ogm,git://github.com/hibernate/hibernate-ogm.git,161,26,22,109,20358,22,1341,2,1628,74,2342,60.9545454545,437.7272727273,379,1,0.2638522427,1,1,1,100,0,0,1,0,1,0,1319,0,0,0,0,0,0,0,0,0,0,0,0,7932,9,0.1134644478,9,1,1,11.1111111111,1,0,0,0,1,0,9630,10,0.1038421599,10,2,2,20,1,0,1,0,2,0,increase,Non-web libraries and frameworks,Library
java-cas-client,java-cas-client,git://github.com/Jasig/java-cas-client.git,100,24,15,140,3479,31,201,5,3299,106.4193548387,548,13.4,81.5333333333,92,1,1.0869565217,1,1,1,100,1,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,957,4,0.4179728318,4,0,0,0,0,0,0,0,0,0,1223,5,0.4088307441,5,1,1,20,1,0,0,0,0,0,increase,Web libraries and frameworks,Library
ExtrabiomesXL,ExtrabiomesXL,git://github.com/ExtrabiomesXL/ExtrabiomesXL.git,148,48,35,64,8094,58,545,5,1146,19.7586206897,1276,15.5714285714,67.0285714286,328,0,0,0,0,0,0,0,0,0,0,0,0,254,1,0.3937007874,1,0,0,0,0,0,0,0,0,0,1764,4,0.2267573696,4,1,1,25,1,0,0,0,1,0,2346,5,0.2131287298,5,1,1,20,1,0,0,0,1,0,oscillatory,Software tools,Non-library
pi4j,pi4j,git://github.com/Pi4J/pi4j.git,327,95,14,149,33435,6,572,8,1062,177,469,40.8571428571,288.9285714286,702,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,2936,5,0.1702997275,4,1,1,20,1,0,1,0,0,1,4045,5,0.1236093943,4,1,1,20,1,0,1,0,0,1,increase,Non-web libraries and frameworks,Library
httpclient,httpclient,git://github.com/apache/httpclient.git,212,42,3,186,30571,87,611,14,3528,40.5517241379,2524,203.6666666667,1884.3333333333,331,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,4694,5,0.1065189604,5,1,1,20,1,0,0,0,1,0,5653,5,0.0884486114,5,1,1,20,1,0,0,0,1,0,oscillatory,Web libraries and frameworks,Library
querydsl,querydsl,git://github.com/querydsl/querydsl.git,606,80,41,168,83674,230,2245,17,2740,11.9130434783,6486,54.756097561,436,2089,3,0.1436093825,3,0,0,0,0,0,0,0,0,0,2861,0,0,0,0,0,0,0,0,0,0,0,0,12926,2,0.0154726907,2,1,1,50,1,0,0,0,1,0,17876,5,0.0279704632,5,1,1,20,1,0,0,0,1,0,stable,Non-web libraries and frameworks,Library
mage,mage,git://github.com/magefree/mage.git,186,60,64,138,450884,40,26930,5,1980,49.5,12360,420.78125,2152.546875,2198,0,0,0,0,0,0,0,0,0,0,0,0,29896,0,0,0,0,0,0,0,0,0,0,0,0,105669,5,0.0047317567,5,1,1,20,1,0,0,0,0,0,137763,5,0.0036294215,5,1,1,20,1,0,0,0,0,0,increase,Application,Non-library
ols,ols,git://github.com/jawi/ols.git,183,46,8,41,43606,14,627,18,1739,124.2142857143,985,78375,622625,454,0,0,0,0,0,0,0,0,0,0,0,0,531,4,0.7532956685,4,1,0,0,0,0,0,0,0,0,3996,1,0.025025025,1,1,1,100,1,1,0,0,0,0,4981,5,0.1003814495,5,2,1,20,1,1,0,0,0,0,increase,Application,Non-library
antlr3,antlr3,git://github.com/antlr/antlr3.git,161,29,15,103,18998,8,2150,2,1624,203,572,143.3333333333,392.6666666667,1412,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,4114,5,0.1215362178,0,5,1,20,1,0,0,0,0,0,5890,5,0.0848896435,0,5,1,20,1,0,0,0,0,0,stable,Software tools,Non-library
webprotege,webprotege,git://github.com/protegeproject/webprotege.git,102,39,4,65,59988,3,2510,7,1142,380.6666666667,1317,627.5,3746,822,0,0,0,0,0,0,0,0,0,0,0,0,2103,7,0.3328578222,7,1,1,14.2857142857,1,0,0,0,1,0,12059,4,0.0331702463,4,1,1,25,1,0,0,0,1,0,14984,11,0.0734116391,11,2,2,18.1818181818,2,0,0,0,2,0,increase,Software tools,Non-library
eurekastreams,eurekastreams,git://github.com/lmco/eurekastreams.git,169,22,14,45,196750,17,3786,18,1293,76.0588235294,2638,270.4285714286,1136.7142857143,714,0,0,0,0,0,0,0,0,0,0,0,0,2786,7,0.2512562814,7,4,2,28.5714285714,2,0,0,0,0,0,12414,4,0.0322216852,4,0,0,0,0,0,0,0,0,0,15914,11,0.0691215282,11,4,2,18.1818181818,2,0,0,0,0,0,increase,Web libraries and frameworks,Library
wildfly,wildfly,git://github.com/wildfly/wildfly.git,1422,166,300,1409,331210,64,9153,11,1912,29875,18356,30.51,174.6966666667,7490,39,0.520694259,39,1,1,2.5641025641,1,1,0,0,1,0,7675,21,0.2736156352,19,10,9,42.8571428571,3,7,0,0,8,0,37244,51,0.1369348083,51,10,10,19.6078431373,9,0,0,0,5,0,52409,111,0.2117956839,109,21,20,18.018018018,13,8,0,0,14,0,increase,System Software,Non-library
drools,drools,git://github.com/droolsjbpm/drools.git,445,136,83,675,297455,59,5804,17,3545,60.0847457627,9974,69.9277108434,707.7951807229,6748,0,0,0,0,0,0,0,0,0,0,0,0,5229,12,0.2294893861,10,3,3,25,3,0,0,0,0,0,46770,39,0.0833867864,30,17,6,15.3846153846,6,0,0,0,4,0,58747,51,0.0868129436,40,20,9,17.6470588235,9,0,0,0,4,0,oscillatory,Application,Non-library
xmemcached,xmemcached,git://github.com/killme2008/xmemcached.git,309,51,9,148,13976,13,387,2,2269,174.5384615385,709,43,501.5555555556,442,0,0,0,0,0,0,0,0,0,0,0,0,358,6,1.6759776536,6,1,1,16.6666666667,1,0,0,0,0,0,3714,11,0.296176629,11,4,2,18.1818181818,2,0,0,0,0,1,4514,17,0.3766061143,17,5,3,17.6470588235,3,0,0,0,0,1,increase,Non-web libraries and frameworks,Library
docker-plugin,docker-plugin,git://github.com/jenkinsci/docker-plugin.git,170,42,29,115,2478,30,135,6,586,19.5333333333,413,4.6551724138,22.5862068966,164,30,18.2926829268,30,24,3,10,3,0,0,0,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,410,5,1.2195121951,5,3,3,60,3,0,0,0,2,0,655,35,5.3435114504,35,27,6,17.1428571429,6,0,0,0,5,0,increase,Application,Non-library
hazelcast,hazelcast,git://github.com/hazelcast/hazelcast.git,1209,207,200,584,149229,83,4701,10,2440,29.3975903614,16548,23505,268.87,3994,2,0.0500751127,2,0,0,0,0,0,0,0,0,0,5423,8,0.147519823,8,2,2,25,2,0,0,0,2,1,44357,90,0.2028992042,77,19,15,16.6666666667,15,0,0,0,14,1,53774,100,0.1859634768,87,21,17,17,17,0,0,0,16,2,oscillatory,Non-web libraries and frameworks,Library
hive,hive,git://github.com/apache/hive.git,660,161,39,832,456639,76,13001,38,2544,33.4736842105,6848,333.358974359,2129.358974359,6495,28,0.4311008468,27,1,1,3.5714285714,1,0,0,0,1,0,8479,12,0.1415261234,10,5,5,41.6666666667,5,1,0,0,4,0,68071,96,0.1410292195,92,18,17,17.7083333333,12,3,0,0,11,2,83045,136,0.1637666325,129,24,23,16.9117647059,18,4,0,0,16,2,oscillatory,Software tools,Non-library
libjitsi,libjitsi,git://github.com/jitsi/libjitsi.git,114,47,18,80,94822,188,909,7,1164,6.1914893617,934,50.5,483.4444444444,1917,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0,5964,6,0.1006036217,6,1,1,16.6666666667,1,0,0,0,1,0,8702,6,0.0689496667,6,1,1,16.6666666667,1,0,0,0,1,0,stable,Non-web libraries and frameworks,Library
boon,boon,git://github.com/boonproject/boon.git,338,55,22,83,12429,28,902,10,609,21.75,939,41,625.9545454545,1404,0,0,0,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,11395,6,0.0526546731,5,1,1,16.6666666667,1,0,0,0,0,0,13771,6,0.0435698206,5,1,1,16.6666666667,1,0,0,0,0,0,increase,Software tools,Non-library
guacamole-client,guacamole-client,git://github.com/glyptodon/guacamole-client.git,592,58,11,132,15195,11,845,5,1882,171.0909090909,2930,76.8181818182,164.6363636364,65,2,3.0769230769,2,0,0,0,0,0,0,0,0,0,299,4,1.3377926421,2,2,1,25,1,0,1,0,0,0,1447,0,0,0,0,0,0,0,0,0,0,0,0,1811,6,0.3313086692,4,2,1,16.6666666667,1,0,1,0,0,0,oscillatory,Web libraries and frameworks,Library
egit-github,egit-github,git://github.com/eclipse/egit-github.git,370,63,19,247,6523,40,437,19,1561,39025,729,23,187.3684210526,458,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,2785,6,0.2154398564,6,2,1,16.6666666667,1,0,0,0,0,0,3560,6,0.1685393258,6,2,1,16.6666666667,1,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
bson4jackson,bson4jackson,git://github.com/michel-kraemer/bson4jackson.git,124,22,9,41,1056,16,54,2,1739,108.6875,197,6,59.6666666667,61,0,0,0,0,0,0,0,0,0,0,0,0,60,1,1.6666666667,1,1,1,100,1,0,0,0,1,0,416,5,1.2019230769,5,5,0,0,0,0,0,0,0,0,537,6,1.1173184358,6,6,1,16.6666666667,1,0,0,0,1,0,oscillatory,Software tools,Non-library
Java-Chronicle,Java-Chronicle,git://github.com/peter-lawrey/Java-Chronicle.git,983,167,12,151,2476,11,164,2,765,69.5454545455,305,13.6666666667,143.25,170,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,1377,6,0.4357298475,2,6,1,16.6666666667,1,0,0,0,0,0,1719,6,0.3490401396,2,6,1,16.6666666667,1,0,0,0,0,0,oscillatory,Non-web libraries and frameworks,Library
jsprit,jsprit,git://github.com/jsprit/jsprit.git,107,28,4,68,12517,17,808,11,797,46.8823529412,1455,202,1118.5,232,2,0.8620689655,2,0,0,0,0,0,0,0,0,0,532,5,0.9398496241,5,2,2,40,2,0,0,0,0,0,3710,36,0.9703504043,36,9,5,13.8888888889,5,0,0,0,0,0,4474,43,0.9611086276,43,11,7,16.2790697674,7,0,0,0,0,0,oscillatory,Non-web libraries and frameworks,Library
undertow,undertow,git://github.com/undertow-io/undertow.git,765,95,74,269,34093,135,1291,5,1128,8.3555555556,3167,17.4459459459,199.3243243243,1522,6,0.394218134,6,0,0,0,0,0,0,0,0,0,1713,4,0.2335084647,4,1,1,25,0,0,0,0,1,0,11515,40,0.3473729917,36,8,7,17.5,6,1,1,0,7,1,14750,50,0.3389830508,46,9,8,16,6,1,1,0,8,1,oscillatory,System Software,Non-library
incubator-calcite,incubator-calcite,git://github.com/apache/incubator-calcite.git,107,20,50,90,93412,29,1480,9,1219,42.0344827586,1644,29.6,472.66,2464,3,0.1217532468,2,1,0,0,0,0,0,0,0,0,2243,2,0.0891662951,2,1,1,50,1,0,0,0,1,0,18926,84,0.4438338793,79,16,13,15.4761904762,12,1,1,0,12,1,23633,89,0.3765920535,83,18,14,15.7303370787,13,1,1,0,13,1,oscillatory,Non-web libraries and frameworks,Library
docx4j,docx4j,git://github.com/plutext/docx4j.git,369,62,17,551,91531,7,3308,17,2830,404.2857142857,2758,194.5882352941,2361.6470588235,9219,8,0.0867773077,8,6,6,75,6,0,0,0,5,0,2678,12,0.4480955937,3,9,5,41.6666666667,4,2,0,0,0,0,28251,76,0.2690170259,72,7,4,5.2631578947,4,0,0,0,1,0,40148,96,0.2391152735,83,22,15,15625,14,2,0,0,6,0,oscillatory,Non-web libraries and frameworks,Library
Twidere-Android,Twidere-Android,git://github.com/TwidereProject/Twidere-Android.git,480,49,10,128,19703,32,2032,2,413,12.90625,578,203.2,1175.6,2204,0,0,0,0,0,0,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,8290,13,0.1568154403,13,2,2,15.3846153846,2,0,1,0,1,0,11756,13,0.1105818306,13,2,2,15.3846153846,2,0,1,0,1,0,increase,Application,Non-library
checkstyle,checkstyle,git://github.com/checkstyle/checkstyle.git,459,56,59,251,62688,46,1495,4,5173,112.4565217391,4551,25.3389830508,186.6440677966,1607,5,0.3111387679,4,1,0,0,0,0,0,0,0,0,1938,24,1.2383900929,11,18,9,37.5,0,0,0,0,0,9,7467,107,1.4329717423,18,101,11,10.2803738318,11,0,0,0,9,0,11012,136,1.2350163458,33,120,20,14.7058823529,11,0,0,0,9,9,oscillatory,Software tools,Non-library
voldemort,voldemort,git://github.com/voldemort/voldemort.git,1519,122,56,447,294495,56,1416,168,1580,28.2142857143,4042,25.2857142857,319.3928571429,1715,0,0,0,0,0,0,0,0,0,0,0,0,1366,8,0.5856515373,8,1,1,12.5,1,0,0,0,0,0,14805,26,0.1756163458,26,4,4,15.3846153846,4,0,0,0,4,0,17886,34,0.19009281,34,5,5,14.7058823529,5,0,0,0,4,0,oscillatory,Application,Non-library
Tweetin,Tweetin,git://github.com/mthli/Tweetin.git,170,6,1,25,15764,10,412,2,132,13.2,202,412,1159,113,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,947,21,2.2175290391,18,3,3,14.2857142857,3,0,0,0,3,0,1159,21,1.8119068162,18,3,3,14.2857142857,3,0,0,0,3,0,increase,Application,Non-library
jdbi,jdbi,git://github.com/jdbi/jdbi.git,474,52,32,109,13205,130,389,37,3832,29.4769230769,983,12.15625,83625,39,0,0,0,0,0,0,0,0,0,0,0,0,474,5,1.0548523207,4,4,2,40,2,0,1,0,0,1,2163,16,0.7397133611,6,10,1,6.25,1,0,0,0,1,1,2676,21,0.7847533632,10,14,3,14.2857142857,3,0,1,0,1,2,oscillatory,Non-web libraries and frameworks,Library
tachyon,tachyon,git://github.com/amplab/tachyon.git,1503,275,200,579,40061,16,668,16,973,60.8125,5838,3.34,52.18,666,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,8682,7,0.0806265837,7,1,1,14.2857142857,1,0,0,0,0,1,10436,7,0.0670755079,7,1,1,14.2857142857,1,0,0,0,0,1,increase,Application,Non-library
KJFrameForAndroid,KJFrameForAndroid,git://github.com/kymjs/KJFrameForAndroid.git,1074,212,3,587,37612,13,189,4,438,33.6923076923,432,63,439.6666666667,117,1,0.8547008547,1,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,1081,6,0.5550416281,6,2,1,16.6666666667,1,0,0,0,1,0,1319,7,0.5307050796,7,2,1,14.2857142857,1,0,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
eclipsefp,eclipsefp,git://github.com/JPMoresmau/eclipsefp.git,151,18,18,23,28414,33,1423,5,3622,109.7575757576,2524,79.0555555556,533.2777777778,1948,0,0,0,0,0,0,0,0,0,0,0,0,987,26,2.6342451874,26,13,5,19.2307692308,5,0,1,0,0,0,6664,10,0.150060024,10,0,0,0,0,0,0,0,0,0,9599,36,0.3750390666,36,13,5,13.8888888889,5,0,1,0,0,0,increase,Application,Non-library
processing-android,processing-android,git://github.com/processing/processing-android.git,141,48,17,62,61332,6,622,2,2090,348.3333333333,1348,36.5882352941,422.4705882353,2220,3,0.1351351351,1,2,2,66.6666666667,2,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,4801,12,0.2499479275,12,0,0,0,0,0,0,0,0,0,7182,15,0.208855472,13,2,2,13.3333333333,2,0,0,0,0,0,decrease,Non-web libraries and frameworks,Library
spring-data-neo4j,spring-data-neo4j,git://github.com/spring-projects/spring-data-neo4j.git,368,131,31,476,37893,61,1396,10,1920,31.4754098361,1600,45.0322580645,258.935483871,794,0,0,0,0,0,0,0,0,0,0,0,0,993,11,1.10775428,11,5,5,45.4545454545,5,0,0,0,2,0,6240,27,0.4326923077,27,0,0,0,0,0,0,0,0,0,8027,38,0.4734022673,38,5,5,13.1578947368,5,0,0,0,2,0,oscillatory,Non-web libraries and frameworks,Library
airlift,airlift,git://github.com/airlift/airlift.git,108,22,19,47,15531,112,551,2,1834,16375,1753,29,262.6842105263,128,0,0,0,0,0,0,0,0,0,0,0,0,688,3,0.4360465116,3,2,2,66.6666666667,1,1,0,0,1,0,4175,21,0.502994012,21,1,1,4.7619047619,0,1,0,0,1,0,4991,24,0.480865558,24,3,3,12.5,1,2,0,0,2,0,oscillatory,Non-web libraries and frameworks,Library
jitsi,jitsi,git://github.com/jitsi/jitsi.git,706,131,32,255,650012,735,4155,11,3679,5.0054421769,12172,129.84375,952.59375,3207,3,0.0935453695,3,3,0,0,0,0,0,0,0,0,3064,0,0,0,0,0,0,0,0,0,0,0,0,24212,13,0.0536923839,13,9,2,15.3846153846,2,0,0,0,0,0,30483,16,0.0524882722,16,12,2,12.5,2,0,0,0,0,0,increase,Application,Non-library
appfuse,appfuse,git://github.com/appfuse/appfuse.git,270,95,15,165,156834,35,1010,4,4140,118.2857142857,4146,67.3333333333,235.6666666667,321,1,0.3115264798,0,1,1,100,1,0,0,0,0,0,480,6,1.25,6,0,0,0,0,0,0,0,0,0,2734,1,0.0365764448,1,0,0,0,0,0,0,0,0,0,3535,8,0.2263083451,7,1,1,12.5,1,0,0,0,0,0,oscillatory,Web libraries and frameworks,Library
Rythm,Rythm,git://github.com/greenlaw110/Rythm.git,141,7,10,39,9848,13,361,6,1297,99.7692307692,514,36.1,348.3,312,0,0,0,0,0,0,0,0,0,0,0,0,341,1,0.293255132,1,0,0,0,0,0,0,0,0,0,2830,7,0.2473498233,5,2,1,14.2857142857,1,0,0,0,1,0,3483,8,0.2296870514,6,2,1,12.5,1,0,0,0,1,0,stable,Software tools,Non-library
drill,drill,git://github.com/apache/drill.git,470,131,43,294,42838,7,2748,13,1082,154.5714285714,1904,63.9069767442,717.511627907,4283,0,0,0,0,0,0,0,0,0,0,0,0,3079,2,0.0649561546,2,0,0,0,0,0,0,0,0,0,23491,31,0.1319654336,30,5,4,12.9032258065,3,0,1,0,3,1,30853,33,0.1069588047,32,5,4,12.1212121212,3,0,1,0,3,1,increase,Software tools,Non-library
repose,repose,git://github.com/rackerlabs/repose.git,200,182,33,58,119453,132,2662,156,1463,11.0833333333,10772,80.6666666667,203.0909090909,405,0,0,0,0,0,0,0,0,0,0,0,0,1252,29,2.3162939297,29,1,1,3.4482758621,0,0,0,0,0,1,5045,6,0.1189296333,6,3,3,50,3,0,0,0,3,0,6702,35,0.5222321695,35,4,4,11.4285714286,3,0,0,0,3,1,oscillatory,Software tools,Non-library
mahout,mahout,git://github.com/apache/mahout.git,522,125,16,414,56367,17,1576,8,2762,162.4705882353,3348,98.5,725.6875,691,0,0,0,0,0,0,0,0,0,0,0,0,1467,44,2.9993183367,43,1,1,2.2727272727,1,0,0,0,0,0,9453,9,0.0952078705,9,5,5,55.5555555556,3,2,2,0,4,0,11611,53,0.4564636982,52,6,6,11.320754717,4,2,2,0,4,0,oscillatory,Software tools,Non-library
BuildCraft,BuildCraft,git://github.com/BuildCraft/BuildCraft.git,814,221,200,441,46429,99,1763,16,1199,12.1111111111,4351,8815,48.79,1392,0,0,0,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,0,0,0,0,7263,18,0.2478314746,16,2,2,11.1111111111,2,0,0,0,0,0,9758,18,0.1844640295,16,2,2,11.1111111111,2,0,0,0,0,0,oscillatory,Application,Non-library
multibit,multibit,git://github.com/bitcoin-solutions/multibit.git,328,65,8,265,148761,7,1041,73,1017,145.2857142857,1648,130125,360875,508,1,0.1968503937,1,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,2077,8,0.3851709196,8,2,1,12.5,1,0,0,0,0,0,2887,9,0.311742293,9,2,1,11.1111111111,1,0,0,0,0,0,stable,Application,Non-library
uaa,uaa,git://github.com/cloudfoundry/uaa.git,238,136,56,219,38725,71,1197,58,1409,19.8450704225,2688,21375,127.9464285714,633,0,0,0,0,0,0,0,0,0,0,0,0,820,1,0.1219512195,1,0,0,0,0,0,0,0,0,0,5712,8,0.1400560224,8,3,1,12.5,1,0,0,0,0,0,7165,9,0.1256106071,9,3,1,11.1111111111,1,0,0,0,0,0,oscillatory,System Software,Non-library
Essentials,Essentials,git://github.com/essentials/Essentials.git,428,72,71,707,276595,40,446,7,1549,38725,4328,6.2816901408,55.9577464789,118,0,0,0,0,0,0,0,0,0,0,0,0,411,1,0.2433090024,1,0,0,0,0,0,0,0,0,0,3444,18,0.5226480836,18,2,2,11.1111111111,2,0,1,0,1,0,3973,19,0.4782280393,19,2,2,10.5263157895,2,0,1,0,1,0,oscillatory,System Software,Non-library
