project,name,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantFieldsDeprecated_last,perc_quantFieldsDeprecated_last,quantFieldsDeprecatedAnnotation_last,quantFieldsDeprecatedJavaDoc_last,quantFieldsDeprecatedWithRelMessage_last,perc_quantFieldsDeprecatedWithRelMessage_last,quantUserFields_last,quantReplaceFields_last,quantReferFields_last,quantEquivalentFields_last,quantLinkFields_last,quantSeeFields_last,quantTypes_last,quantTypesDeprecated_last,perc_quantTypesDeprecated_last ,quantTypesDeprecatedAnnotation_last,quantTypesDeprecatedJavaDoc_last,quantTypesDeprecatedWithRelMessage_last,perc_quantTypesDeprecatedWithRelMessage_last,quantUserTypes_last,quantReplaceTypes_last,quantReferTypes_last,quantEquivalentTypes_last,quantLinkTypes_last,quantSeeTypes_last,quantMethods_last,quantMethodsDeprecated_last,perc_quantMethodsDeprecated_last,quantMethodsDeprecatedAnnotation_last,quantMethodsDeprecatedJavaDoc_last,quantMethodsDeprecatedWithRelMessage_last,perc_quantMethodsDeprecatedWithRelMessage_last,quantUserMethods_last,quantReplaceMethods_last,quantReferMethods_last,quantEquivalentMethods_last,quantLinkMethods_last,quantSeeMethods_last,quantElements_last,quantElementsDeprecated_last,perc_quantElementsDeprecated_last,quantElementsDeprecatedAnnotation_last,quantElementsDeprecatedJavaDoc_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,quantUserElements_last,quantReplaceElements_last,quantReferElements_last,quantEquivalenElements_last,quantLinkElements_last,quantSeeElements_last,curve,category,category2
openstack-java-sdk,openstack-java-sdk,git://github.com/woorea/openstack-java-sdk.git,133,46,32,161,8103,15,331,8,1249,83.2666666667,656,10.34375,94.40625,84,0,0,0,0,0,0,0,0,0,0,0,0,582,3,0.5154639175,3,1,1,33.3333333333,1,0,0,0,1,0,2355,17,0.7218683652,10,17,6,35.2941176471,6,0,0,0,6,0,3021,20,0.6620324396,13,18,7,35,7,0,0,0,7,0,oscillatory,Non-web libraries and frameworks,Library
rabbitmq-java-client,rabbitmq-java-client,git://github.com/rabbitmq/rabbitmq-java-client.git,120,30,23,79,40829,69,331,433,2576,37.3333333333,2816,14.3913043478,139.9565217391,247,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,2612,12,0.4594180704,8,4,4,33.3333333333,0,0,0,0,3,4,3219,12,0.3727865797,8,4,4,33.3333333333,0,0,0,0,3,4,increase,Web libraries and frameworks,Library
AndroidCaldavSyncAdapater,AndroidCaldavSyncAdapater,git://github.com/gggard/AndroidCaldavSyncAdapater.git,205,42,6,83,6358,8,1087,5,297,37125,121,181.1666666667,403.3333333333,287,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,1780,12,0.6741573034,0,12,4,33.3333333333,4,0,0,0,2,0,2420,12,0.4958677686,0,12,4,33.3333333333,4,0,0,0,2,0,stable,Non-web libraries and frameworks,Library
UpdateChecker,UpdateChecker,git://github.com/rampo/UpdateChecker.git,493,34,21,88,32519,20,133,7,739,36.95,356,6.3333333333,6,27,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,85,9,10.5882352941,9,3,3,33.3333333333,3,0,0,0,3,0,126,9,7.1428571429,9,3,3,33.3333333333,3,0,0,0,3,0,oscillatory,Non-web libraries and frameworks,Library
governator,governator,git://github.com/Netflix/governator.git,279,229,16,89,4364,71,385,5,1244,17.5211267606,731,24.0625,138.3125,115,0,0,0,0,0,0,0,0,0,0,0,0,463,2,0.4319654428,2,2,2,100,1,0,0,0,1,0,1635,7,0.4281345566,7,1,1,14.2857142857,0,0,0,0,1,0,2213,9,0.4066877542,9,3,3,33.3333333333,1,0,0,0,2,0,oscillatory,Web libraries and frameworks,Library
TestFX,TestFX,git://github.com/TestFX/TestFX.git,161,45,18,41,3246,5,182,6,752,150.4,662,10.1111111111,97,179,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,1407,6,0.4264392324,6,2,2,33.3333333333,2,0,0,0,2,0,1746,6,0.3436426117,6,2,2,33.3333333333,2,0,0,0,2,0,stable,Non-web libraries and frameworks,Library
androidclient,androidclient,git://github.com/kontalk/androidclient.git,189,38,13,64,42696,51,688,15,1543,30.2549019608,2504,52.9230769231,227.3846153846,528,3,0.5681818182,3,3,2,66.6666666667,2,0,0,0,0,0,245,3,1.2244897959,3,1,0,0,0,0,0,0,0,0,2183,0,0,0,0,0,0,0,0,0,0,0,0,2956,6,0.2029769959,6,4,2,33.3333333333,2,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
semantic-versioning,semantic-versioning,git://github.com/jeluard/semantic-versioning.git,118,14,17,31,1735,32,40,3,1683,52.59375,270,2.3529411765,27.8823529412,29,1,3.4482758621,1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,395,2,0.5063291139,1,1,1,50,1,0,0,0,1,0,474,3,0.6329113924,2,1,1,33.3333333333,1,0,0,0,1,0,increase,Software tools,Non-library
infovore,infovore,git://github.com/paulhoule/infovore.git,113,24,2,15,4385,55,395,2,775,14.0909090909,624,197.5,741.5,346,0,0,0,0,0,0,0,0,0,0,0,0,230,1,0.4347826087,0,1,1,100,1,0,0,0,0,0,907,2,0.2205071665,2,0,0,0,0,0,0,0,0,0,1483,3,0.20229265,2,1,1,33.3333333333,1,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
ehcache3,ehcache3,git://github.com/ehcache/ehcache3.git,143,51,16,101,7246,3,638,2,541,180.3333333333,1062,39875,404625,444,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,5304,3,0.056561086,3,1,1,33.3333333333,0,0,0,0,1,0,6474,3,0.046339203,3,1,1,33.3333333333,0,0,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
dcm4che,dcm4che,git://github.com/dcm4che/dcm4che.git,107,72,15,86,44729,12,936,3,1801,150.0833333333,1712,62.4,488.8666666667,718,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,6085,3,0.0493015612,3,1,1,33.3333333333,1,0,0,0,1,0,7333,3,0.0409109505,3,1,1,33.3333333333,1,0,0,0,1,0,oscillatory,Application,Non-library
hibernate-validator,hibernate-validator,git://github.com/hibernate/hibernate-validator.git,167,27,22,118,29094,40,1312,7,2906,72.65,2531,59.6363636364,333.4090909091,381,0,0,0,0,0,0,0,0,0,0,0,0,1511,1,0.0661813369,1,1,1,100,0,1,0,0,1,0,5443,2,0.0367444424,2,0,0,0,0,0,0,0,0,0,7335,3,0.0408997955,3,1,1,33.3333333333,0,1,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
Web-Karma,Web-Karma,git://github.com/usc-isi-i2/Web-Karma.git,121,63,23,62,147164,15,1964,25,1356,90.4,3486,85.3913043478,327.5652173913,991,0,0,0,0,0,0,0,0,0,0,0,0,868,3,0.3456221198,3,1,1,33.3333333333,1,0,0,0,1,0,5675,0,0,0,0,0,0,0,0,0,0,0,0,7534,3,0.039819485,3,1,1,33.3333333333,1,0,0,0,1,0,oscillatory,Application,Non-library
cascading,cascading,git://github.com/cwensel/cascading.git,271,36,10,182,21372,525,1011,22,2765,5.2666666667,2041,101.1,1074.7,980,1,0.1020408163,1,0,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,8690,2,0.0230149597,2,1,1,50,0,0,0,0,1,0,10747,3,0.0279147669,3,1,1,33.3333333333,0,0,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
fitnesse,fitnesse,git://github.com/unclebob/fitnesse.git,639,99,74,352,84949,23,2564,2,3793,164.9130434783,4719,34.6486486486,149.6756756757,759,0,0,0,0,0,0,0,0,0,0,0,0,1333,2,0.1500375094,2,1,1,50,1,0,0,0,0,0,8984,1,0.0111308994,1,0,0,0,0,0,0,0,0,0,11076,3,0.0270855905,3,1,1,33.3333333333,1,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
PassAndroid,PassAndroid,git://github.com/ligi/PassAndroid.git,130,13,3,32,8720,36,278,14,963,26.75,763,92.6666666667,328.3333333333,152,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,671,3,0.4470938897,3,2,1,33.3333333333,0,0,1,0,1,0,985,3,0.3045685279,3,2,1,33.3333333333,0,0,1,0,1,0,oscillatory,Application,Non-library
ioke,ioke,git://github.com/olabini/ioke.git,126,14,10,18,106604,10,0,5,1213,121.3,1847,0,488.3,787,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,3740,3,0.0802139037,0,3,1,33.3333333333,0,1,0,0,0,0,4883,3,0.0614376408,0,3,1,33.3333333333,0,1,0,0,0,0,stable,System Software,Non-library
SeriesGuide,SeriesGuide,git://github.com/UweTrottmann/SeriesGuide.git,858,109,6,285,119726,281,819,5,1420,5.0533807829,6666,136.5,814.3333333333,1465,3,0.204778157,0,3,1,33.3333333333,1,0,0,0,1,0,533,0,0,0,0,0,0,0,0,0,0,0,0,2888,0,0,0,0,0,0,0,0,0,0,0,0,4886,3,0.0613999181,0,3,1,33.3333333333,1,0,0,0,1,0,stable,Application,Non-library
cdk,cdk,git://github.com/cloudera/cdk.git,179,71,12,88,47697,49,952,56,460,9.387755102,1232,79.3333333333,383.8333333333,225,0,0,0,0,0,0,0,0,0,0,0,0,600,2,0.3333333333,1,2,2,100,2,0,0,0,1,0,3781,44,1.1637133034,44,21,13,29.5454545455,12,0,0,0,12,1,4606,46,0.9986973513,45,23,15,32.6086956522,14,0,0,0,13,1,increase,Non-web libraries and frameworks,Library
parquet-mr,parquet-mr,git://github.com/apache/parquet-mr.git,128,29,68,147,86492,39,684,32,1084,27.7948717949,1728,10.0588235294,113.1029411765,464,1,0.2155172414,1,0,0,0,0,0,0,0,0,0,971,10,1.0298661174,9,3,2,20,1,1,0,0,0,0,6256,78,1.2468030691,77,33,27,34.6153846154,25,1,0,0,25,0,7691,89,1.1571967234,87,36,29,32.5842696629,26,2,0,0,25,0,decrease,Software tools,Non-library
artemis-odb,artemis-odb,git://github.com/junkdog/artemis-odb.git,152,28,15,27,5155,30,425,4,1195,39.8333333333,984,28.3333333333,205.6,403,0,0,0,0,0,0,0,0,0,0,0,0,501,5,0.998003992,5,5,1,20,1,1,0,0,1,0,2180,63,2.8899082569,63,39,21,33.3333333333,5,0,1,0,17,0,3084,68,2.2049286641,68,44,22,32.3529411765,6,1,1,0,18,0,stable,Non-web libraries and frameworks,Library
ribbon,ribbon,git://github.com/Netflix/ribbon.git,455,249,23,132,5396,56,324,7,1158,20.6785714286,743,14.0869565217,126.1739130435,378,4,1.0582010582,4,0,0,0,0,0,0,0,0,0,362,3,0.8287292818,2,2,2,66.6666666667,2,0,0,0,2,1,2162,24,1.1100832562,24,11,8,33.3333333333,6,0,0,0,7,0,2902,31,1.0682288077,30,13,10,32.2580645161,8,0,0,0,9,1,decrease,Web libraries and frameworks,Library
asciidoctorj,asciidoctorj,git://github.com/asciidoctor/asciidoctorj.git,141,20,21,54,3628,13,193,9,848,65.2307692308,425,9.1904761905,61.7142857143,128,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,1044,25,2.3946360153,17,8,8,32,8,0,0,0,8,0,1296,25,1.9290123457,17,8,8,32,8,0,0,0,8,0,stable,Non-web libraries and frameworks,Library
pentaho-kettle,pentaho-kettle,git://github.com/pentaho/pentaho-kettle.git,289,133,73,403,607423,145,7586,35,3574,24.6482758621,15680,103.9178082192,780.8219178082,7320,58,0.7923497268,58,52,10,17.2413793103,10,0,1,0,3,0,3285,22,0.6697108067,22,3,3,13.6363636364,3,0,0,0,1,0,46395,173,0.3728850092,173,106,65,37.5722543353,61,5,5,0,19,4,57000,253,0.4438596491,253,161,78,30.8300395257,74,5,6,0,23,4,oscillatory,Software tools,Non-library
Activiti,Activiti,git://github.com/Activiti/Activiti.git,917,250,200,1092,105662,33,5168,17,1878,56.9090909091,5533,25.84,141795,6073,0,0,0,0,0,0,0,0,0,0,0,0,2961,4,0.1350894968,3,2,2,50,2,0,0,0,1,0,19325,35,0.1811125485,21,18,10,28.5714285714,9,0,0,0,5,2,28359,39,0.1375224796,24,20,12,30.7692307692,11,0,0,0,6,2,oscillatory,Software tools,Non-library
jOOQ,jOOQ,git://github.com/jOOQ/jOOQ.git,861,91,28,210,227762,26,1507,8,1488,57.2307692308,4315,53.8214285714,853.3214285714,1569,1,0.063734863,1,0,0,0,0,0,0,0,0,0,1286,9,0.699844479,9,7,7,77.7777777778,6,0,1,0,5,1,21038,224,1.0647399943,224,67,63,28125,53,1,11,0,52,10,23893,234,0.9793663416,234,74,70,29.9145299145,59,1,12,0,57,11,increase,Software tools,Non-library
eucalyptus,eucalyptus,git://github.com/eucalyptus/eucalyptus.git,385,107,45,160,141739,51,3604,11,2418,47.4117647059,23763,80.0888888889,683.8666666667,2040,9,0.4411764706,9,0,0,0,0,0,0,0,0,0,3175,9,0.2834645669,9,1,0,0,0,0,0,0,0,0,25559,40,0.1565006456,31,18,17,42.5,16,0,0,0,10,7,30774,58,0.188470787,49,19,17,29.3103448276,16,0,0,0,10,7,oscillatory,System Software,Non-library
jcommon,jcommon,git://github.com/facebook/jcommon.git,301,73,11,108,8562,17,537,3,1248,73.4117647059,292,48.8181818182,394.0909090909,71,0,0,0,0,0,0,0,0,0,0,0,0,588,3,0.5102040816,3,2,2,66.6666666667,1,0,0,0,1,0,3676,28,0.7616974973,28,7,7,25,1,1,4,0,6,0,4335,31,0.7151095732,31,9,9,29.0322580645,2,1,4,0,7,0,increase,Non-web libraries and frameworks,Library
g4studio,g4studio,git://github.com/xiongchun/g4studio.git,162,53,2,210,144405,3,3704,3,751,250.3333333333,72,1852,3039,540,0,0,0,0,0,0,0,0,0,0,0,0,624,4,0.641025641,0,4,0,0,0,0,0,0,0,0,4914,27,0.5494505495,0,27,9,33.3333333333,9,0,0,0,0,0,6078,31,0.5100361961,0,31,9,29.0322580645,9,0,0,0,0,0,decrease,Application,Non-library
ambari,ambari,git://github.com/apache/ambari.git,221,86,41,257,233298,48,8916,25,1452,30.25,12704,217.4634146341,672.3170731707,3029,0,0,0,0,0,0,0,0,0,0,0,0,2928,10,0.3415300546,10,2,2,20,2,2,0,0,2,0,21608,4,0.0185116623,4,3,2,50,2,0,0,0,0,0,27565,14,0.0507890441,14,5,4,28.5714285714,4,2,0,0,2,0,oscillatory,Software tools,Non-library
blueprints,blueprints,git://github.com/tinkerpop/blueprints.git,1106,107,44,256,16350,19,430,5,1968,103.5789473684,1759,9.7727272727,89.5681818182,419,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,3145,14,0.4451510334,10,6,4,28.5714285714,1,0,0,0,0,4,3941,14,0.3552397869,10,6,4,28.5714285714,1,0,0,0,0,4,oscillatory,Non-web libraries and frameworks,Library
XposedBridge,XposedBridge,git://github.com/rovo89/XposedBridge.git,728,146,6,289,16180,7,92,3,1233,176.1428571429,199,15.3333333333,273.5,164,1,0.6097560976,1,0,0,0,0,0,0,0,0,0,96,1,1.0416666667,1,0,0,0,0,0,0,0,0,0,1381,5,0.3620564808,5,2,2,40,2,0,0,0,2,0,1641,7,0.4265691651,7,2,2,28.5714285714,2,0,0,0,2,0,stable,Non-web libraries and frameworks,Library
aws-toolkit-eclipse,aws-toolkit-eclipse,git://github.com/aws/aws-toolkit-eclipse.git,131,50,9,66,130188,9,1281,2,1662,184.6666666667,30,142.3333333333,949,700,4,0.5714285714,4,2,2,50,1,0,2,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,6751,3,0.0444378611,3,0,0,0,0,0,0,0,0,0,8541,7,0.0819576162,7,2,2,28.5714285714,1,0,2,0,0,0,increase,Application,Non-library
opensearchserver,opensearchserver,git://github.com/jaeksoft/opensearchserver.git,125,36,6,47,526614,54,1944,8,2623,48.5740740741,5080,324,2067.1666666667,1175,2,0.170212766,2,2,2,100,2,0,0,0,2,0,1328,2,0.1506024096,1,1,0,0,0,0,0,0,0,0,9900,3,0.0303030303,3,0,0,0,0,0,0,0,0,0,12403,7,0.0564379586,6,3,2,28.5714285714,2,0,0,0,2,0,increase,Application,Non-library
CloudStack-archive,CloudStack-archive,git://github.com/CloudStack-extras/CloudStack-archive.git,282,27,30,87,377589,121,5564,196,775,6.4049586777,12035,185.4666666667,2372.5666666667,11217,1,0.0089150397,1,1,1,100,1,0,0,0,0,0,5689,3,0.0527333451,3,0,0,0,0,0,0,0,0,0,54271,54,0.0995006541,54,28,15,27.7777777778,13,0,5,0,0,0,71177,58,0.0814869972,58,29,16,27.5862068966,14,0,5,0,0,0,oscillatory,System Software,Non-library
JGroups,JGroups,git://github.com/belaban/JGroups.git,346,59,44,202,67970,175,874,107,4355,24.8857142857,17707,19.8636363636,393.5227272727,4224,29,0.6865530303,29,0,0,0,0,0,0,0,0,0,1258,18,1.4308426073,17,14,13,72.2222222222,12,0,0,0,10,1,11833,26,0.2197244993,26,8,7,26.9230769231,6,0,0,0,3,0,17315,73,0.421599769,72,22,20,27.397260274,18,0,0,0,13,1,stable,Non-web libraries and frameworks,Library
unfolding,unfolding,git://github.com/tillnagel/unfolding.git,209,34,11,105,83899,3,422,9,1890,630,756,38.3636363636,283.5454545455,1016,0,0,0,0,0,0,0,0,0,0,0,0,383,1,0.2610966057,1,0,0,0,0,0,0,0,0,0,1720,21,1.2209302326,17,6,6,28.5714285714,4,2,0,0,6,0,3119,22,0.7053542802,18,6,6,27.2727272727,4,2,0,0,6,0,increase,Non-web libraries and frameworks,Library
choco3,choco3,git://github.com/chocoteam/choco3.git,104,25,7,34,49576,10,856,14,1488,148.8,3030,122.2857142857,1352,1810,0,0,0,0,0,0,0,0,0,0,0,0,837,2,0.238948626,2,1,1,50,0,1,0,0,1,0,6817,9,0.132022884,9,5,2,22.2222222222,2,0,0,0,0,1,9464,11,0.1162299239,11,6,3,27.2727272727,2,1,0,0,1,1,oscillatory,Non-web libraries and frameworks,Library
bitcoinj,bitcoinj,git://github.com/bitcoinj/bitcoinj.git,498,96,54,468,32680,17,705,19,1630,95.8823529412,2549,13.0555555556,239.7592592593,1178,1,0.0848896435,1,0,0,0,0,0,0,0,0,0,861,1,0.1161440186,1,0,0,0,0,0,0,0,0,0,10908,30,0.2750275028,30,9,8,26.6666666667,8,0,0,0,8,0,12947,32,0.2471615046,32,9,8,25,8,0,0,0,8,0,stable,Non-web libraries and frameworks,Library
CommandBook,CommandBook,git://github.com/sk89q/CommandBook.git,127,25,15,97,3223,19,92,11,1451,76.3684210526,507,6.1333333333,58.8666666667,95,1,1.0526315789,1,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,649,15,2.311248074,15,4,4,26.6666666667,4,0,0,0,4,0,883,16,1.81200453,16,4,4,25,4,0,0,0,4,0,oscillatory,System Software,Non-library
hector,hector,git://github.com/hector-client/hector.git,666,64,69,316,41406,38,493,43,1996,52.5263157895,2161,7.1449275362,68.2898550725,294,0,0,0,0,0,0,0,0,0,0,0,0,489,3,0.6134969325,3,1,1,33.3333333333,1,0,0,0,0,0,3929,13,0.3308729957,9,4,3,23.0769230769,2,0,0,0,2,0,4712,16,0.3395585739,12,5,4,25,3,0,0,0,2,0,decrease,Non-web libraries and frameworks,Library
spring-social,spring-social,git://github.com/spring-projects/spring-social.git,417,93,20,218,16143,18,348,16,1831,101.7222222222,1633,17.4,81.45,28,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,1359,8,0.5886681383,8,2,2,25,2,0,0,0,1,0,1629,8,0.4910988336,8,2,2,25,2,0,0,0,1,0,stable,Non-web libraries and frameworks,Library
arquillian-core,arquillian-core,git://github.com/arquillian/arquillian-core.git,160,22,42,110,8989,29,604,7,2128,73.3793103448,783,14.380952381,83.2142857143,112,1,0.8928571429,1,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,2714,7,0.2579218865,6,2,2,28.5714285714,1,0,0,0,2,0,3495,8,0.2288984263,7,2,2,25,1,0,0,0,2,0,oscillatory,Software tools,Non-library
less4j,less4j,git://github.com/SomMeri/less4j.git,103,15,9,29,17934,51,1993,8,1163,22.8039215686,935,221.4444444444,522.7777777778,201,0,0,0,0,0,0,0,0,0,0,0,0,514,3,0.5836575875,3,0,0,0,0,0,0,0,0,0,3990,5,0.1253132832,4,4,2,40,2,0,0,0,0,0,4705,8,0.170031881,7,4,2,25,2,0,0,0,0,0,oscillatory,Software tools,Non-library
gwt-bootstrap,gwt-bootstrap,git://github.com/gwtbootstrap/gwt-bootstrap.git,416,69,48,192,120746,4,561,10,1085,271.25,941,11.6875,65.0625,309,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,2411,8,0.3318125259,5,5,2,25,2,0,0,0,2,0,3123,8,0.2561639449,5,5,2,25,2,0,0,0,2,0,decrease,Web libraries and frameworks,Library
ScreenSlicer,ScreenSlicer,git://github.com/MachinePublishers/ScreenSlicer.git,133,8,1,9,244816,4,231,2,274,68.5,279,231,1119,197,8,4.0609137056,0,8,2,25,1,0,1,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,1119,8,0.7149240393,0,8,2,25,1,0,1,0,0,0,stable,Application,Non-library
CircularReveal,CircularReveal,git://github.com/ozodrukh/CircularReveal.git,777,37,8,158,1527,9,52,3,242,26.8888888889,63,6.5,37,45,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,218,4,1.8348623853,4,1,1,25,0,0,0,0,1,0,296,4,1.3513513514,4,1,1,25,0,0,0,0,1,0,increase,Application,Non-library
jackson-dataformat-xml,jackson-dataformat-xml,git://github.com/FasterXML/jackson-dataformat-xml.git,110,16,12,51,4444,59,102,10,1683,28.5254237288,497,8.5,117.6666666667,324,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,850,4,0.4705882353,4,1,1,25,1,0,0,0,1,0,1412,4,0.283286119,4,1,1,25,1,0,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
vlcj,vlcj,git://github.com/caprica/vlcj.git,247,53,2,90,78643,34,491,3,2268,66.7058823529,1895,245.5,1715.5,217,0,0,0,0,0,0,0,0,0,0,0,0,457,1,0.2188183807,1,0,0,0,0,0,0,0,0,0,2757,3,0.1088139282,3,1,1,33.3333333333,1,0,0,0,1,0,3431,4,0.1165840863,4,1,1,25,1,0,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
Java-Lang,Java-Lang,git://github.com/OpenHFT/Java-Lang.git,199,47,15,54,76825,58,269,4,816,14.0689655172,950,17.9333333333,264.4666666667,234,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,3427,4,0.1167201634,4,1,1,25,1,0,0,0,1,0,3967,4,0.1008318629,4,1,1,25,1,0,0,0,1,0,increase,Non-web libraries and frameworks,Library
openiot,openiot,git://github.com/OpenIotOrg/openiot.git,138,81,13,84,216215,4,4621,15,803,200.75,661,355.4615384615,1135.8461538462,4529,0,0,0,0,0,0,0,0,0,0,0,0,1181,1,0.0846740051,0,1,1,100,0,1,0,0,1,0,9056,3,0.0331272085,3,0,0,0,0,0,0,0,0,0,14766,4,0.0270892591,3,1,1,25,0,1,0,0,1,0,decrease,System Software,Non-library
morphia,morphia,git://github.com/mongodb/morphia.git,748,123,30,202,26124,24,381,3,1376,57.3333333333,664,12.7,121.3,664,0,0,0,0,0,0,0,0,0,0,0,0,664,1,0.1506024096,1,1,0,0,0,0,0,0,0,0,2311,3,0.1298139334,2,1,1,33.3333333333,1,0,0,0,1,0,3639,4,0.1099203078,3,2,1,25,1,0,0,0,1,0,stable,Non-web libraries and frameworks,Library
vk-android-sdk,vk-android-sdk,git://github.com/VKCOM/vk-android-sdk.git,165,49,15,117,3096,24,161,4,580,24.1666666667,197,10.7333333333,127.3333333333,752,2,0.2659574468,0,2,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,1017,2,0.1966568338,1,1,1,50,1,0,0,0,1,0,1910,4,0.2094240838,1,3,1,25,1,0,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
jackson-annotations,jackson-annotations,git://github.com/FasterXML/jackson-annotations.git,283,41,15,103,2561,51,45,10,1326,26,290,3,8.4666666667,13,0,0,0,0,0,0,0,0,0,0,0,0,15,1,6.6666666667,1,1,1,100,1,0,0,0,1,0,99,3,3.0303030303,3,3,0,0,0,0,0,0,0,0,127,4,3.1496062992,4,4,1,25,1,0,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
groovy-core,groovy-core,git://github.com/groovy/groovy-core.git,1355,130,200,399,197841,149,3610,36,4255,28.5570469799,12377,18.05,111535,1863,1,0.0536768653,0,1,1,100,1,0,0,0,1,0,1842,3,0.1628664495,3,3,2,66.6666666667,2,0,0,0,1,0,18602,595,3.1985807978,582,152,144,24.2016806723,143,7,1,0,11,123,22307,599,2.6852557493,585,156,147,24.5409015025,146,7,1,0,13,123,oscillatory,Software tools,Non-library
incubator-groovy,incubator-groovy,git://github.com/apache/incubator-groovy.git,534,38,200,132,154552,150,3669,37,4376,29.1733333333,12687,18345,111.96,1871,1,0.0534473544,0,1,1,100,1,0,0,0,1,0,1851,4,0.2160994057,4,4,3,75,3,0,1,0,1,0,18670,602,3.22442421,589,152,144,23.9202657807,143,7,1,0,11,123,22392,607,2.7107895677,593,157,148,24.3822075783,147,7,2,0,13,123,oscillatory,Non-web libraries and frameworks,Library
maven,maven,git://github.com/apache/maven.git,344,61,45,212,62586,44,1934,25,4371,99.3409090909,10070,42.9777777778,191.1333333333,441,9,2.0408163265,7,2,2,22.2222222222,2,0,0,0,2,0,1036,71,6.8532818533,69,16,14,19.7183098592,14,0,0,0,13,2,7124,119,1.6704098821,108,33,32,26.8907563025,32,1,1,0,25,0,8601,199,2.3136844553,184,51,48,24.1206030151,48,1,1,0,40,2,oscillatory,Software tools,Non-library
jeromq,jeromq,git://github.com/zeromq/jeromq.git,862,114,33,183,3119,8,224,2,1094,136.75,455,6.7878787879,74.8484848485,295,8,2.7118644068,6,2,2,25,0,2,0,0,2,0,372,0,0,0,0,0,0,0,0,0,0,0,0,1803,13,0.7210205214,9,6,3,23.0769230769,3,0,0,0,0,0,2470,21,0.8502024291,15,8,5,23.8095238095,3,2,0,0,2,0,oscillatory,Non-web libraries and frameworks,Library
onos,onos,git://github.com/opennetworkinglab/onos.git,107,62,51,94,42874,9,3529,6,371,41.2222222222,4384,69.1960784314,474.9607843137,2904,7,0.241046832,7,7,0,0,0,0,0,0,0,0,3120,11,0.3525641026,11,10,1,9.0909090909,1,0,0,0,0,0,18199,20,0.1098961481,20,17,8,40,8,0,0,0,4,0,24223,38,0.1568756967,38,34,9,23.6842105263,9,0,0,0,4,0,increase,System Software,Non-library
jackrabbit-oak,jackrabbit-oak,git://github.com/apache/jackrabbit-oak.git,117,40,14,118,95885,61,2644,8,1263,20.7049180328,9171,188.8571428571,2042,2206,1,0.0453309157,1,0,0,0,0,0,0,0,0,0,2820,1,0.0354609929,1,0,0,0,0,0,0,0,0,0,23562,15,0.0636618284,15,4,4,26.6666666667,4,0,2,0,4,0,28588,17,0.05946551,17,4,4,23.5294117647,4,0,2,0,4,0,oscillatory,System Software,Non-library
